STATE,PRIM_STATE,LOC_QUOTIENT,OCC_CODE,OCC_TITLE,TOT_EMP,JOBS_1000,H_MEAN,Annual_Mean_Wage
Minnesota,MN,1.07,132054,Financial Risk Specialists,1130.0,0.391,55.0,114390.0
Minnesota,MN,1.0,150000,Computer And Mathematical Occupations,98240.0,34.097,50.78,105630.0
Minnesota,MN,1.29,151211,Computer Systems Analysts,12180.0,4.227,52.38,108940.0
Minnesota,MN,0.87,151212,Information Security Analysts,2900.0,1.006,59.26,123260.0
Minnesota,MN,0.07,151221,Computer And Information Research Scientists,50.0,0.016,62.71,130440.0
Minnesota,MN,0.72,151241,Computer Network Architects,2360.0,0.821,60.9,126660.0
Minnesota,MN,0.79,151242,Database Administrators,1140.0,0.394,48.68,101260.0
Minnesota,MN,0.7,151243,Database Architects,790.0,0.276,61.72,128380.0
Minnesota,MN,0.7,151244,Network And Computer Systems Administrators,4290.0,1.489,48.45,100770.0
Minnesota,MN,0.91,151251,Computer Programmers,2080.0,0.721,48.65,101180.0
Minnesota,MN,1.23,151252,Software Developers,38570.0,13.387,57.79,120210.0
Minnesota,MN,0.69,151253,Software Quality Assurance Analysts And Testers,2640.0,0.916,49.01,101950.0
Minnesota,MN,1.26,151254,Web Developers,2040.0,0.708,49.31,102560.0
Minnesota,MN,0.5,151299,"Computer Occupations, All Other",4150.0,1.441,49.39,102740.0
Minnesota,MN,2.19,152011,Actuaries,1060.0,0.367,57.29,119160.0
Minnesota,MN,0.66,152031,Operations Research Analysts,1470.0,0.512,49.4,102740.0
Minnesota,MN,0.61,152051,Data Scientists,2240.0,0.776,57.1,118760.0
Minnesota,MN,0.2,172011,Aerospace Engineers,250.0,0.087,65.24,135700.0
Minnesota,MN,2.95,172031,Bioengineers And Biomedical Engineers,1080.0,0.375,54.09,112500.0
Minnesota,MN,0.23,172041,Chemical Engineers,90.0,0.033,53.2,110650.0
Minnesota,MN,0.56,172051,Civil Engineers,3500.0,1.213,48.39,100650.0
Minnesota,MN,0.15,172061,Computer Hardware Engineers,230.0,0.079,60.4,125640.0
Minnesota,MN,1.13,172071,Electrical Engineers,3960.0,1.374,53.11,110460.0
Minnesota,MN,0.54,172072,"Electronics Engineers, Except Computer",990.0,0.345,55.64,115740.0
Minnesota,MN,0.99,172111,"Health And Safety Engineers, Except Mining Safety Engineers And Inspectors",420.0,0.147,54.72,113810.0
Minnesota,MN,2.97,172112,Industrial Engineers,18760.0,6.51,49.65,103280.0
Minnesota,MN,0.43,172131,Materials Engineers,200.0,0.07,49.46,102880.0
Minnesota,MN,0.58,172151,"Mining And Geological Engineers, Including Mining Safety Engineers",80.0,0.027,50.7,105460.0
Minnesota,MN,0.22,172171,Petroleum Engineers,90.0,0.03,79.63,165640.0
Minnesota,MN,0.66,172199,"Engineers, All Other",1900.0,0.658,55.49,115420.0
Minnesota,MN,2.16,191042,"Medical Scientists, Except Epidemiologists",5600.0,1.945,58.09,120830.0
Minnesota,MN,2.6,191099,"Life Scientists, All Other",370.0,0.128,48.46,100800.0
Minnesota,MN,0.23,192012,Physicists,80.0,0.028,64.69,134560.0
Minnesota,MN,2.24,192032,Materials Scientists,370.0,0.13,53.63,111560.0
Minnesota,MN,1.7,192099,"Physical Scientists, All Other",670.0,0.234,76.97,160090.0
Minnesota,MN,0.74,193011,Economists,230.0,0.08,51.66,107440.0
Minnesota,MN,0.81,230000,Legal Occupations,19040.0,6.61,61.87,128680.0
Minnesota,MN,0.83,231011,Lawyers,11560.0,4.012,78.63,163560.0
Minnesota,MN,0.4,231021,"Administrative Law Judges, Adjudicators, And Hearing Officers",110.0,0.039,55.87,116210.0
Minnesota,MN,0.23,231022,"Arbitrators, Mediators, And Conciliators",30.0,0.011,54.23,112800.0
Minnesota,MN,1.28,231023,"Judges, Magistrate Judges, And Magistrates",590.0,0.206,71.2,148090.0
Minnesota,MN,0.96,271011,Art Directors,930.0,0.324,51.61,107360.0
Minnesota,MN,1.05,290000,Healthcare Practitioners And Technical Occupations,184410.0,64.008,52.82,109870.0
Minnesota,MN,0.78,291021,"Dentists, General",1800.0,0.623,101.49,211100.0
Minnesota,MN,0.65,291029,"Dentists, All Other Specialists",70.0,0.025,102.25,212690.0
Minnesota,MN,0.95,291041,Optometrists,750.0,0.259,66.35,138010.0
Minnesota,MN,0.99,291051,Pharmacists,6250.0,2.17,68.85,143210.0
Minnesota,MN,1.29,291071,Physician Assistants,3570.0,1.24,64.84,134870.0
Minnesota,MN,0.96,291081,Podiatrists,170.0,0.06,110.15,229120.0
Minnesota,MN,1.24,291131,Veterinarians,1830.0,0.637,52.94,110120.0
Minnesota,MN,2.56,291151,Nurse Anesthetists,2320.0,0.805,106.56,221650.0
Minnesota,MN,1.79,291161,Nurse Midwives,240.0,0.082,58.59,121860.0
Minnesota,MN,1.01,291171,Nurse Practitioners,5360.0,1.861,64.91,135010.0
Minnesota,MN,0.94,291212,Cardiologists,270.0,0.094,251.71,523550.0
Minnesota,MN,1.83,291213,Dermatologists,420.0,0.145,279.59,581560.0
Minnesota,MN,1.44,291214,Emergency Medicine Physicians,960.0,0.332,167.43,348260.0
Minnesota,MN,1.33,291215,Family Medicine Physicians,2840.0,0.984,122.75,255310.0
Minnesota,MN,1.41,291216,General Internal Medicine Physicians,1790.0,0.622,141.37,294060.0
Minnesota,MN,0.92,291217,Neurologists,160.0,0.057,135.52,281890.0
Minnesota,MN,1.16,291218,Obstetricians And Gynecologists,440.0,0.152,119.79,249160.0
Minnesota,MN,1.12,291221,"Pediatricians, General",740.0,0.256,104.48,217320.0
Minnesota,MN,1.02,291223,Psychiatrists,480.0,0.167,146.17,304040.0
Minnesota,MN,0.81,291229,"Physicians, All Other",4760.0,1.652,145.25,302110.0
Minnesota,MN,0.62,291241,"Ophthalmologists, Except Pediatric",140.0,0.047,162.61,338240.0
Minnesota,MN,1.44,291242,"Orthopedic Surgeons, Except Pediatric",400.0,0.14,271.85,565450.0
Minnesota,MN,2.16,291249,"Surgeons, All Other",1080.0,0.375,203.86,424030.0
Minnesota,MN,0.87,291291,Acupuncturists,150.0,0.054,56.55,117620.0
Minnesota,MN,1.06,291299,"Healthcare Diagnosing Or Treating Practitioners, All Other",620.0,0.216,52.14,108450.0
Minnesota,MN,0.54,292033,Nuclear Medicine Technologists,170.0,0.058,48.31,100480.0
Minnesota,MN,0.49,292036,Medical Dosimetrists,40.0,0.013,53.95,112210.0
Minnesota,MN,1.11,299093,Surgical Assistants,390.0,0.137,50.2,104420.0
Minnesota,MN,0.89,331012,First-Line Supervisors Of Police And Detectives,2330.0,0.808,52.63,109470.0
Minnesota,MN,1.02,413021,Insurance Sales Agents,8840.0,3.068,48.44,100750.0
Minnesota,MN,1.01,414011,"Sales Representatives, Wholesale And Manufacturing, Technical And Scientific Products",5950.0,2.065,49.64,103260.0
Minnesota,MN,0.86,419031,Sales Engineers,970.0,0.335,55.23,114870.0
Minnesota,MN,0.34,492095,"Electrical And Electronics Repairers, Powerhouse, Substation, And Relay",160.0,0.055,54.49,113330.0
Minnesota,MN,0.88,518012,Power Distributors And Dispatchers,150.0,0.052,52.39,108970.0
Minnesota,MN,1.01,518093,"Petroleum Pump System Operators, Refinery Operators, And Gaugers",640.0,0.222,49.14,102200.0
Minnesota,MN,1.48,532021,Air Traffic Controllers,630.0,0.217,75.03,156070.0
Mississippi,MS,0.36,111011,Chief Executives,580.0,0.502,74.71,155400.0
Mississippi,MS,0.71,111021,General And Operations Managers,18790.0,16.336,48.63,101150.0
Mississippi,MS,0.33,112021,Marketing Managers,920.0,0.799,50.26,104530.0
Mississippi,MS,0.38,112022,Sales Managers,1650.0,1.437,59.26,123250.0
Mississippi,MS,0.38,112032,Public Relations Managers,210.0,0.184,48.47,100820.0
Mississippi,MS,1.46,113012,Administrative Services Managers,2690.0,2.337,49.81,103600.0
Mississippi,MS,0.3,113021,Computer And Information Systems Managers,1340.0,1.162,57.75,120120.0
Mississippi,MS,0.64,113031,Financial Managers,3800.0,3.308,54.93,114260.0
Mississippi,MS,0.91,113051,Industrial Production Managers,1540.0,1.338,57.65,119910.0
Mississippi,MS,0.56,113061,Purchasing Managers,330.0,0.285,49.62,103210.0
Mississippi,MS,0.48,113121,Human Resources Managers,730.0,0.634,50.86,105800.0
Mississippi,MS,0.62,113131,Training And Development Managers,190.0,0.169,52.75,109720.0
Mississippi,MS,1.39,119033,"Education Administrators, Postsecondary",1760.0,1.532,48.42,100710.0
Mississippi,MS,0.58,119041,Architectural And Engineering Managers,920.0,0.797,63.26,131570.0
Mississippi,MS,0.28,119121,Natural Sciences Managers,200.0,0.177,50.05,104090.0
Mississippi,MS,0.21,119199,"Managers, All Other",920.0,0.797,48.19,100240.0
Mississippi,MS,1.09,151221,Computer And Information Research Scientists,290.0,0.253,53.58,111450.0
Mississippi,MS,0.19,152011,Actuaries,40.0,0.032,60.81,126480.0
Mississippi,MS,0.66,172041,Chemical Engineers,110.0,0.093,48.58,101040.0
Mississippi,MS,0.45,172072,"Electronics Engineers, Except Computer",330.0,0.286,48.46,100800.0
Mississippi,MS,0.71,172121,Marine Engineers And Naval Architects,50.0,0.047,50.58,105200.0
Mississippi,MS,0.46,172199,"Engineers, All Other",520.0,0.456,50.33,104690.0
Mississippi,MS,0.82,191023,Zoologists And Wildlife Biologists,110.0,0.092,48.78,101460.0
Mississippi,MS,0.71,192012,Physicists,100.0,0.085,53.03,110310.0
Mississippi,MS,1.66,192042,"Geoscientists, Except Hydrologists And Geographers",310.0,0.269,48.88,101680.0
Mississippi,MS,0.6,231011,Lawyers,3320.0,2.885,55.0,114400.0
Mississippi,MS,0.79,291021,"Dentists, General",720.0,0.63,62.76,130550.0
Mississippi,MS,0.89,291041,Optometrists,280.0,0.243,59.61,124000.0
Mississippi,MS,1.21,291051,Pharmacists,3050.0,2.651,60.25,125330.0
Mississippi,MS,0.87,291131,Veterinarians,510.0,0.446,49.36,102660.0
Mississippi,MS,0.71,291151,Nurse Anesthetists,260.0,0.225,96.77,201280.0
Mississippi,MS,1.89,291171,Nurse Practitioners,4020.0,3.492,56.49,117490.0
Mississippi,MS,0.31,291212,Cardiologists,40.0,0.031,201.1,418290.0
Mississippi,MS,1.08,291215,Family Medicine Physicians,920.0,0.797,140.39,292020.0
Mississippi,MS,0.4,291216,General Internal Medicine Physicians,200.0,0.176,156.3,325090.0
Mississippi,MS,0.49,291217,Neurologists,40.0,0.03,116.83,243000.0
Mississippi,MS,0.28,291221,"Pediatricians, General",70.0,0.064,158.01,328650.0
Mississippi,MS,0.49,291223,Psychiatrists,90.0,0.08,98.57,205020.0
Mississippi,MS,0.64,291229,"Physicians, All Other",1490.0,1.298,138.69,288480.0
Mississippi,MS,0.7,291241,"Ophthalmologists, Except Pediatric",60.0,0.053,98.5,204870.0
Mississippi,MS,0.66,291249,"Surgeons, All Other",130.0,0.115,181.98,378520.0
Mississippi,MS,0.53,291299,"Healthcare Diagnosing Or Treating Practitioners, All Other",130.0,0.11,62.49,129970.0
Mississippi,MS,1.63,535021,"Captains, Mates, And Pilots Of Water Vessels",430.0,0.37,63.43,131930.0
Mississippi,MS,1.38,535031,Ship Engineers,90.0,0.08,58.56,121800.0
Missouri,MO,0.98,110000,Management Occupations,195600.0,68.0,52.62,109450.0
Missouri,MO,0.58,112021,Marketing Managers,4040.0,1.405,61.19,127280.0
Missouri,MO,0.65,112022,Sales Managers,7140.0,2.483,62.83,130680.0
Missouri,MO,0.78,112032,Public Relations Managers,1070.0,0.372,62.31,129600.0
Missouri,MO,0.71,113021,Computer And Information Systems Managers,7960.0,2.769,69.89,145360.0
Missouri,MO,0.79,113031,Financial Managers,11840.0,4.115,71.81,149360.0
Missouri,MO,0.98,113051,Industrial Production Managers,4130.0,1.436,56.25,117000.0
Missouri,MO,0.44,113061,Purchasing Managers,640.0,0.223,65.51,136260.0
Missouri,MO,0.47,113111,Compensation And Benefits Managers,170.0,0.058,67.2,139770.0
Missouri,MO,0.81,113121,Human Resources Managers,3080.0,1.07,61.73,128400.0
Missouri,MO,0.5,119021,Construction Managers,3130.0,1.089,55.46,115350.0
Missouri,MO,1.09,119033,"Education Administrators, Postsecondary",3460.0,1.202,60.1,125000.0
Missouri,MO,0.49,119041,Architectural And Engineering Managers,1940.0,0.675,73.28,152420.0
Missouri,MO,0.9,119111,Medical And Health Services Managers,8800.0,3.06,55.95,116370.0
Missouri,MO,0.45,119121,Natural Sciences Managers,820.0,0.284,61.85,128640.0
Missouri,MO,0.76,119199,"Managers, All Other",8510.0,2.958,56.6,117730.0
Missouri,MO,0.65,131111,Management Analysts,10370.0,3.606,49.71,103400.0
Missouri,MO,1.0,132052,Personal Financial Advisors,5150.0,1.792,65.72,136690.0
Missouri,MO,0.9,151212,Information Security Analysts,3000.0,1.042,49.19,102320.0
Missouri,MO,0.76,151221,Computer And Information Research Scientists,510.0,0.177,64.04,133200.0
Missouri,MO,1.15,151241,Computer Network Architects,3790.0,1.319,55.67,115800.0
Missouri,MO,1.7,151243,Database Architects,1930.0,0.67,51.23,106560.0
Missouri,MO,0.59,151252,Software Developers,18450.0,6.415,51.91,107980.0
Missouri,MO,1.04,152011,Actuaries,500.0,0.175,58.02,120680.0
Missouri,MO,0.9,172041,Chemical Engineers,360.0,0.125,52.4,109000.0
Missouri,MO,0.69,172071,Electrical Engineers,2410.0,0.838,49.85,103690.0
Missouri,MO,1.0,172072,"Electronics Engineers, Except Computer",1820.0,0.634,57.41,119420.0
Missouri,MO,0.75,172131,Materials Engineers,350.0,0.122,51.49,107090.0
Missouri,MO,0.48,172151,"Mining And Geological Engineers, Including Mining Safety Engineers",60.0,0.022,49.72,103430.0
Missouri,MO,0.75,172161,Nuclear Engineers,180.0,0.063,54.53,113430.0
Missouri,MO,0.56,172199,"Engineers, All Other",1610.0,0.559,48.15,100160.0
Missouri,MO,0.24,192012,Physicists,80.0,0.029,82.57,171740.0
Missouri,MO,0.71,192021,Atmospheric And Space Scientists,130.0,0.044,53.79,111890.0
Missouri,MO,0.23,192099,"Physical Scientists, All Other",90.0,0.031,50.86,105780.0
Missouri,MO,0.64,193011,Economists,200.0,0.069,61.49,127900.0
Missouri,MO,0.77,193039,"Psychologists, All Other",210.0,0.073,50.74,105540.0
Missouri,MO,0.9,230000,Legal Occupations,21230.0,7.382,54.92,114240.0
Missouri,MO,0.92,231011,Lawyers,12800.0,4.448,70.61,146870.0
Missouri,MO,0.58,231021,"Administrative Law Judges, Adjudicators, And Hearing Officers",160.0,0.056,62.75,130520.0
Missouri,MO,1.11,231023,"Judges, Magistrate Judges, And Magistrates",510.0,0.178,71.41,148530.0
Missouri,MO,0.29,291029,"Dentists, All Other Specialists",30.0,0.011,104.45,217250.0
Missouri,MO,1.02,291041,Optometrists,800.0,0.277,52.83,109890.0
Missouri,MO,1.23,291051,Pharmacists,7720.0,2.684,63.74,132570.0
Missouri,MO,0.56,291071,Physician Assistants,1540.0,0.534,61.68,128280.0
Missouri,MO,0.3,291081,Podiatrists,50.0,0.019,96.36,200420.0
Missouri,MO,1.31,291131,Veterinarians,1930.0,0.672,50.18,104380.0
Missouri,MO,0.94,291151,Nurse Anesthetists,850.0,0.296,110.81,230470.0
Missouri,MO,0.63,291161,Nurse Midwives,80.0,0.029,59.09,122900.0
Missouri,MO,1.4,291171,Nurse Practitioners,7410.0,2.576,56.1,116680.0
Missouri,MO,0.19,291211,Anesthesiologists,120.0,0.042,122.48,254760.0
Missouri,MO,0.7,291214,Emergency Medicine Physicians,460.0,0.161,119.85,249280.0
Missouri,MO,1.66,291215,Family Medicine Physicians,3520.0,1.225,107.3,223180.0
Missouri,MO,0.18,291216,General Internal Medicine Physicians,230.0,0.081,108.14,224930.0
Missouri,MO,0.13,291218,Obstetricians And Gynecologists,50.0,0.017,155.68,323810.0
Missouri,MO,0.26,291221,"Pediatricians, General",170.0,0.059,104.04,216400.0
Missouri,MO,1.01,291223,Psychiatrists,470.0,0.165,144.02,299560.0
Missouri,MO,1.2,291224,Radiologists,730.0,0.252,174.94,363870.0
Missouri,MO,0.7,291229,"Physicians, All Other",4090.0,1.422,144.25,300040.0
Missouri,MO,0.89,292036,Medical Dosimetrists,70.0,0.023,57.73,120080.0
Missouri,MO,0.36,419031,Sales Engineers,410.0,0.142,48.17,100200.0
Missouri,MO,0.57,518012,Power Distributors And Dispatchers,100.0,0.034,52.01,108180.0
Missouri,MO,0.57,532021,Air Traffic Controllers,240.0,0.084,54.02,112360.0
Montana,MT,0.82,110000,Management Occupations,28350.0,56.505,51.67,107470.0
Montana,MT,0.67,111011,Chief Executives,470.0,0.938,100.13,208270.0
Montana,MT,0.96,111021,General And Operations Managers,11120.0,22.16,48.23,100320.0
Montana,MT,0.31,112021,Marketing Managers,380.0,0.756,68.69,142870.0
Montana,MT,0.26,112022,Sales Managers,500.0,1.004,62.66,130330.0
Montana,MT,0.86,112033,Fundraising Managers,90.0,0.179,51.71,107550.0
Montana,MT,0.35,113012,Administrative Services Managers,280.0,0.56,54.41,113170.0
Montana,MT,0.45,113031,Financial Managers,1160.0,2.314,66.51,138340.0
Montana,MT,0.29,113051,Industrial Production Managers,210.0,0.423,66.26,137830.0
Montana,MT,0.32,113061,Purchasing Managers,80.0,0.161,50.57,105190.0
Montana,MT,0.53,113121,Human Resources Managers,350.0,0.699,55.87,116200.0
Montana,MT,0.3,113131,Training And Development Managers,40.0,0.081,57.33,119240.0
Montana,MT,1.6,119021,Construction Managers,1740.0,3.469,55.09,114590.0
Montana,MT,0.68,119033,"Education Administrators, Postsecondary",370.0,0.746,49.39,102730.0
Montana,MT,0.69,119041,Architectural And Engineering Managers,470.0,0.942,64.04,133190.0
Montana,MT,1.36,119111,Medical And Health Services Managers,2320.0,4.625,69.71,144990.0
Montana,MT,1.15,119121,Natural Sciences Managers,370.0,0.732,52.82,109870.0
Montana,MT,0.79,119199,"Managers, All Other",1530.0,3.059,52.26,108700.0
Montana,MT,0.36,132051,Financial And Investment Analysts,390.0,0.77,61.88,128720.0
Montana,MT,0.81,132052,Personal Financial Advisors,720.0,1.445,54.64,113640.0
Montana,MT,0.68,151241,Computer Network Architects,390.0,0.777,54.29,112910.0
Montana,MT,0.26,151243,Database Architects,50.0,0.101,56.36,117220.0
Montana,MT,0.43,151252,Software Developers,2370.0,4.73,63.16,131380.0
Montana,MT,0.14,152051,Data Scientists,90.0,0.182,48.73,101350.0
Montana,MT,0.91,172041,Chemical Engineers,60.0,0.127,59.47,123700.0
Montana,MT,0.32,172061,Computer Hardware Engineers,90.0,0.173,62.68,130380.0
Montana,MT,0.64,172072,"Electronics Engineers, Except Computer",200.0,0.408,56.65,117820.0
Montana,MT,2.08,172171,Petroleum Engineers,140.0,0.28,50.42,104880.0
Montana,MT,0.99,231011,Lawyers,2390.0,4.759,49.27,102480.0
Montana,MT,1.04,291021,"Dentists, General",420.0,0.832,98.28,204410.0
Montana,MT,2.67,291029,"Dentists, All Other Specialists",50.0,0.104,97.39,202560.0
Montana,MT,1.05,291041,Optometrists,140.0,0.286,59.56,123890.0
Montana,MT,1.1,291051,Pharmacists,1210.0,2.412,63.11,131260.0
Montana,MT,1.37,291071,Physician Assistants,660.0,1.317,63.68,132450.0
Montana,MT,0.86,291124,Radiation Therapists,50.0,0.094,54.91,114210.0
Montana,MT,0.49,291151,Nurse Anesthetists,80.0,0.155,123.3,256460.0
Montana,MT,0.93,291171,Nurse Practitioners,860.0,1.719,59.92,124640.0
Montana,MT,0.91,291211,Anesthesiologists,100.0,0.2,185.66,386180.0
Montana,MT,3.55,291213,Dermatologists,140.0,0.281,197.48,410750.0
Montana,MT,1.74,291215,Family Medicine Physicians,640.0,1.283,111.19,231280.0
Montana,MT,0.86,291216,General Internal Medicine Physicians,190.0,0.382,125.0,260000.0
Montana,MT,0.51,291218,Obstetricians And Gynecologists,30.0,0.066,139.81,290800.0
Montana,MT,0.31,291221,"Pediatricians, General",40.0,0.071,88.73,184560.0
Montana,MT,0.68,291224,Radiologists,70.0,0.142,144.57,300700.0
Montana,MT,0.64,291249,"Surgeons, All Other",60.0,0.112,199.53,415030.0
Montana,MT,0.16,419031,Sales Engineers,30.0,0.062,55.26,114950.0
Montana,MT,1.06,518012,Power Distributors And Dispatchers,30.0,0.063,54.6,113580.0
Nebraska,NE,1.05,110000,Management Occupations,72910.0,72.852,54.96,114320.0
Nebraska,NE,2.07,111011,Chief Executives,2880.0,2.882,112.9,234830.0
Nebraska,NE,1.35,112011,Advertising And Promotions Managers,180.0,0.183,50.35,104720.0
Nebraska,NE,0.91,112021,Marketing Managers,2210.0,2.204,58.02,120670.0
Nebraska,NE,0.89,112022,Sales Managers,3360.0,3.358,63.43,131940.0
Nebraska,NE,0.71,112032,Public Relations Managers,340.0,0.339,52.07,108310.0
Nebraska,NE,1.33,113012,Administrative Services Managers,2130.0,2.131,51.88,107910.0
Nebraska,NE,1.4,113013,Facilities Managers,1210.0,1.207,48.26,100380.0
Nebraska,NE,1.29,113021,Computer And Information Systems Managers,5030.0,5.029,65.61,136460.0
Nebraska,NE,1.08,113031,Financial Managers,5580.0,5.575,68.99,143490.0
Nebraska,NE,1.27,113051,Industrial Production Managers,1870.0,1.864,51.37,106850.0
Nebraska,NE,1.01,113061,Purchasing Managers,520.0,0.516,61.5,127920.0
Nebraska,NE,0.88,113071,"Transportation, Storage, And Distribution Managers",1150.0,1.151,51.22,106540.0
Nebraska,NE,1.48,113111,Compensation And Benefits Managers,180.0,0.183,60.17,125160.0
Nebraska,NE,1.24,113121,Human Resources Managers,1630.0,1.633,63.46,131990.0
Nebraska,NE,1.53,113131,Training And Development Managers,420.0,0.419,55.72,115900.0
Nebraska,NE,1.32,119033,"Education Administrators, Postsecondary",1460.0,1.459,55.84,116140.0
Nebraska,NE,0.96,119041,Architectural And Engineering Managers,1310.0,1.307,65.22,135650.0
Nebraska,NE,1.1,119111,Medical And Health Services Managers,3750.0,3.742,55.33,115090.0
Nebraska,NE,0.47,119121,Natural Sciences Managers,300.0,0.301,56.02,116520.0
Nebraska,NE,0.84,119199,"Managers, All Other",3270.0,3.266,57.25,119070.0
Nebraska,NE,0.6,132052,Personal Financial Advisors,1070.0,1.067,61.06,126990.0
Nebraska,NE,0.78,151212,Information Security Analysts,900.0,0.901,50.53,105090.0
Nebraska,NE,0.15,151221,Computer And Information Research Scientists,30.0,0.034,51.46,107030.0
Nebraska,NE,0.98,151241,Computer Network Architects,1130.0,1.125,55.7,115850.0
Nebraska,NE,1.77,151243,Database Architects,700.0,0.697,62.61,130230.0
Nebraska,NE,0.76,151252,Software Developers,8270.0,8.263,54.01,112340.0
Nebraska,NE,1.59,152011,Actuaries,270.0,0.267,53.73,111750.0
Nebraska,NE,0.13,172011,Aerospace Engineers,60.0,0.056,68.03,141500.0
Nebraska,NE,0.5,172041,Chemical Engineers,70.0,0.07,49.18,102300.0
Nebraska,NE,0.25,172061,Computer Hardware Engineers,140.0,0.137,51.67,107470.0
Nebraska,NE,0.7,172071,Electrical Engineers,850.0,0.853,49.33,102610.0
Nebraska,NE,0.72,230000,Legal Occupations,5870.0,5.869,49.04,102000.0
Nebraska,NE,0.74,231011,Lawyers,3550.0,3.55,59.99,124780.0
Nebraska,NE,0.91,231023,"Judges, Magistrate Judges, And Magistrates",150.0,0.146,87.77,182560.0
Nebraska,NE,0.98,291021,"Dentists, General",790.0,0.785,80.76,167990.0
Nebraska,NE,1.09,291041,Optometrists,300.0,0.297,56.79,118120.0
Nebraska,NE,0.94,291051,Pharmacists,2050.0,2.047,62.56,130120.0
Nebraska,NE,1.24,291071,Physician Assistants,1200.0,1.195,60.74,126330.0
Nebraska,NE,1.22,291081,Podiatrists,80.0,0.076,98.55,204980.0
Nebraska,NE,0.66,291124,Radiation Therapists,70.0,0.072,65.63,136510.0
Nebraska,NE,1.05,291151,Nurse Anesthetists,330.0,0.329,102.34,212860.0
Nebraska,NE,0.92,291171,Nurse Practitioners,1700.0,1.701,58.5,121680.0
Nebraska,NE,0.59,291211,Anesthesiologists,130.0,0.13,219.16,455850.0
Nebraska,NE,1.25,291212,Cardiologists,130.0,0.125,211.36,439630.0
Nebraska,NE,1.6,291214,Emergency Medicine Physicians,370.0,0.37,164.61,342400.0
Nebraska,NE,1.49,291215,Family Medicine Physicians,1100.0,1.097,129.2,268740.0
Nebraska,NE,1.53,291216,General Internal Medicine Physicians,680.0,0.675,97.34,202460.0
Nebraska,NE,0.65,291218,Obstetricians And Gynecologists,90.0,0.085,152.44,317080.0
Nebraska,NE,0.91,291221,"Pediatricians, General",210.0,0.209,68.04,141530.0
Nebraska,NE,1.82,291222,"Physicians, Pathologists",130.0,0.132,140.22,291670.0
Nebraska,NE,1.44,291224,Radiologists,300.0,0.302,186.86,388660.0
Nebraska,NE,0.48,291229,"Physicians, All Other",990.0,0.989,148.71,309310.0
Nebraska,NE,0.63,291241,"Ophthalmologists, Except Pediatric",50.0,0.048,92.62,192660.0
Nebraska,NE,0.9,291249,"Surgeons, All Other",160.0,0.156,138.84,288780.0
Nebraska,NE,1.65,518012,Power Distributors And Dispatchers,100.0,0.098,48.9,101720.0
Nebraska,NE,0.81,518013,Power Plant Operators,170.0,0.168,48.49,100860.0
Nevada,NV,1.12,110000,Management Occupations,115160.0,77.717,57.65,119910.0
Nevada,NV,1.24,111021,General And Operations Managers,42450.0,28.644,60.57,125990.0
Nevada,NV,1.28,112011,Advertising And Promotions Managers,260.0,0.174,51.22,106530.0
Nevada,NV,1.05,112021,Marketing Managers,3800.0,2.563,58.71,122120.0
Nevada,NV,0.86,112022,Sales Managers,4840.0,3.265,66.17,137630.0
Nevada,NV,0.5,112032,Public Relations Managers,360.0,0.241,62.71,130430.0
Nevada,NV,0.47,113021,Computer And Information Systems Managers,2720.0,1.835,68.34,142150.0
Nevada,NV,0.9,113031,Financial Managers,6950.0,4.687,67.53,140450.0
Nevada,NV,0.58,113051,Industrial Production Managers,1270.0,0.857,51.9,107940.0
Nevada,NV,0.88,113061,Purchasing Managers,670.0,0.45,53.63,111560.0
Nevada,NV,0.84,113121,Human Resources Managers,1640.0,1.105,51.3,106700.0
Nevada,NV,1.37,119021,Construction Managers,4390.0,2.961,53.77,111850.0
Nevada,NV,0.78,119033,"Education Administrators, Postsecondary",1280.0,0.864,51.55,107220.0
Nevada,NV,0.46,119041,Architectural And Engineering Managers,920.0,0.624,75.62,157300.0
Nevada,NV,0.9,119072,"Entertainment And Recreation Managers, Except Gambling",260.0,0.177,52.75,109720.0
Nevada,NV,0.91,119111,Medical And Health Services Managers,4560.0,3.077,58.06,120770.0
Nevada,NV,0.42,119121,Natural Sciences Managers,400.0,0.269,48.92,101760.0
Nevada,NV,2.4,119199,"Managers, All Other",13790.0,9.308,57.96,120550.0
Nevada,NV,0.98,131011,"Agents And Business Managers Of Artists, Performers, And Athletes",120.0,0.083,51.55,107220.0
Nevada,NV,0.88,131075,Labor Relations Specialists,540.0,0.365,60.44,125720.0
Nevada,NV,1.08,132054,Financial Risk Specialists,580.0,0.392,50.62,105300.0
Nevada,NV,0.39,151211,Computer Systems Analysts,1920.0,1.295,51.63,107380.0
Nevada,NV,0.51,151212,Information Security Analysts,880.0,0.592,51.13,106350.0
Nevada,NV,0.18,151221,Computer And Information Research Scientists,60.0,0.042,59.91,124620.0
Nevada,NV,0.39,151241,Computer Network Architects,660.0,0.448,59.07,122870.0
Nevada,NV,0.51,151243,Database Architects,300.0,0.202,62.74,130500.0
Nevada,NV,0.31,151252,Software Developers,5030.0,3.395,64.18,133490.0
Nevada,NV,0.81,151255,Web And Digital Interface Designers,870.0,0.589,48.28,100410.0
Nevada,NV,0.73,151299,"Computer Occupations, All Other",3120.0,2.105,50.22,104470.0
Nevada,NV,0.29,152011,Actuaries,70.0,0.048,53.51,111310.0
