STATE,PRIM_STATE,LOC_QUOTIENT,OCC_CODE,OCC_TITLE,TOT_EMP,JOBS_1000,H_MEAN,Annual_Mean_Wage
Georgia,GA,0.88,172111,"Health And Safety Engineers, Except Mining Safety Engineers And Inspectors",620.0,0.13,50.92,105910.0
Georgia,GA,0.79,172199,"Engineers, All Other",3750.0,0.787,53.49,111270.0
Georgia,GA,0.72,191011,Animal Scientists,60.0,0.012,67.35,140090.0
Georgia,GA,1.15,191022,Microbiologists,780.0,0.163,50.68,105420.0
Georgia,GA,0.25,191042,"Medical Scientists, Except Epidemiologists",1070.0,0.224,49.87,103730.0
Georgia,GA,0.19,192012,Physicists,110.0,0.024,85.66,178170.0
Georgia,GA,0.68,192099,"Physical Scientists, All Other",440.0,0.093,53.78,111860.0
Georgia,GA,0.76,193039,"Psychologists, All Other",340.0,0.072,53.84,111980.0
Georgia,GA,1.03,230000,Legal Occupations,40210.0,8.452,59.76,124300.0
Georgia,GA,0.98,231011,Lawyers,22370.0,4.703,81.67,169870.0
Georgia,GA,1.6,231023,"Judges, Magistrate Judges, And Magistrates",1230.0,0.258,62.18,129340.0
Georgia,GA,2.05,271019,"Artists And Related Workers, All Other",480.0,0.1,49.05,102030.0
Georgia,GA,0.81,291021,"Dentists, General",3070.0,0.645,100.27,208560.0
Georgia,GA,1.07,291022,Oral And Maxillofacial Surgeons,140.0,0.029,95.69,199030.0
Georgia,GA,0.4,291029,"Dentists, All Other Specialists",70.0,0.016,90.85,188970.0
Georgia,GA,0.89,291041,Optometrists,1150.0,0.241,59.17,123070.0
Georgia,GA,1.03,291051,Pharmacists,10690.0,2.247,61.64,128220.0
Georgia,GA,0.82,291071,Physician Assistants,3760.0,0.791,55.6,115650.0
Georgia,GA,0.58,291081,Podiatrists,170.0,0.036,72.38,150550.0
Georgia,GA,1.04,291131,Veterinarians,2540.0,0.534,57.8,120220.0
Georgia,GA,0.82,291151,Nurse Anesthetists,1230.0,0.258,98.11,204070.0
Georgia,GA,1.42,291161,Nurse Midwives,310.0,0.065,59.63,124020.0
Georgia,GA,1.21,291181,Audiologists,530.0,0.111,51.37,106850.0
Georgia,GA,0.77,291212,Cardiologists,360.0,0.077,206.72,429980.0
Georgia,GA,0.62,291213,Dermatologists,230.0,0.049,132.53,275670.0
Georgia,GA,0.46,291214,Emergency Medicine Physicians,500.0,0.106,126.9,263940.0
Georgia,GA,0.73,291215,Family Medicine Physicians,2560.0,0.539,132.04,274650.0
Georgia,GA,2.44,291216,General Internal Medicine Physicians,5130.0,1.079,162.31,337610.0
Georgia,GA,1.57,291218,Obstetricians And Gynecologists,980.0,0.205,132.75,276130.0
Georgia,GA,0.62,291223,Psychiatrists,490.0,0.102,120.0,249600.0
Georgia,GA,0.32,291224,Radiologists,320.0,0.067,188.15,391350.0
Georgia,GA,0.73,291229,"Physicians, All Other",7050.0,1.481,129.09,268510.0
Georgia,GA,2.35,291242,"Orthopedic Surgeons, Except Pediatric",1090.0,0.229,205.93,428330.0
Georgia,GA,0.38,291249,"Surgeons, All Other",310.0,0.066,214.66,446490.0
Georgia,GA,2.89,291299,"Healthcare Diagnosing Or Treating Practitioners, All Other",2820.0,0.593,59.95,124700.0
Georgia,GA,0.91,292036,Medical Dosimetrists,110.0,0.023,69.68,144930.0
Georgia,GA,1.07,414011,"Sales Representatives, Wholesale And Manufacturing, Technical And Scientific Products",10440.0,2.193,50.86,105790.0
Georgia,GA,0.89,492095,"Electrical And Electronics Repairers, Powerhouse, Substation, And Relay",690.0,0.146,50.75,105570.0
Georgia,GA,1.45,518012,Power Distributors And Dispatchers,410.0,0.086,58.87,122460.0
Georgia,GA,1.39,532021,Air Traffic Controllers,970.0,0.204,71.92,149600.0
Hawaii,HI,0.93,110000,Management Occupations,39790.0,64.493,58.2,121050.0
Hawaii,HI,0.65,111011,Chief Executives,560.0,0.91,135.15,281110.0
Hawaii,HI,0.88,111021,General And Operations Managers,12570.0,20.374,59.92,124640.0
Hawaii,HI,0.22,112021,Marketing Managers,330.0,0.534,73.32,152510.0
Hawaii,HI,0.8,112022,Sales Managers,1870.0,3.036,60.95,126770.0
Hawaii,HI,0.9,112032,Public Relations Managers,270.0,0.43,54.99,114380.0
Hawaii,HI,0.92,112033,Fundraising Managers,120.0,0.192,53.43,111130.0
Hawaii,HI,1.68,113012,Administrative Services Managers,1660.0,2.689,55.28,114980.0
Hawaii,HI,1.33,113013,Facilities Managers,710.0,1.155,53.44,111150.0
Hawaii,HI,0.43,113021,Computer And Information Systems Managers,1040.0,1.68,69.89,145370.0
Hawaii,HI,0.98,113031,Financial Managers,3130.0,5.074,64.55,134260.0
Hawaii,HI,0.12,113051,Industrial Production Managers,110.0,0.171,69.38,144300.0
Hawaii,HI,0.47,113061,Purchasing Managers,150.0,0.24,57.15,118870.0
Hawaii,HI,0.57,113071,"Transportation, Storage, And Distribution Managers",460.0,0.748,61.48,127880.0
Hawaii,HI,1.33,113111,Compensation And Benefits Managers,100.0,0.163,50.05,104110.0
Hawaii,HI,0.94,113121,Human Resources Managers,760.0,1.237,58.5,121680.0
Hawaii,HI,0.78,113131,Training And Development Managers,130.0,0.213,66.2,137690.0
Hawaii,HI,2.09,119021,Construction Managers,2800.0,4.532,57.16,118900.0
Hawaii,HI,0.99,119033,"Education Administrators, Postsecondary",670.0,1.087,59.26,123260.0
Hawaii,HI,1.39,119041,Architectural And Engineering Managers,1180.0,1.906,66.93,139210.0
Hawaii,HI,1.15,119081,Lodging Managers,200.0,0.319,57.52,119640.0
Hawaii,HI,1.06,119111,Medical And Health Services Managers,2230.0,3.611,66.22,137740.0
Hawaii,HI,0.83,119121,Natural Sciences Managers,330.0,0.529,56.83,118210.0
Hawaii,HI,0.45,119199,"Managers, All Other",1090.0,1.76,59.28,123300.0
Hawaii,HI,0.7,132052,Personal Financial Advisors,770.0,1.247,54.74,113860.0
Hawaii,HI,0.55,151212,Information Security Analysts,390.0,0.632,54.72,113820.0
Hawaii,HI,0.78,151221,Computer And Information Research Scientists,110.0,0.181,66.21,137720.0
Hawaii,HI,0.77,151241,Computer Network Architects,550.0,0.884,50.15,104300.0
Hawaii,HI,0.2,151243,Database Architects,50.0,0.079,66.2,137690.0
Hawaii,HI,0.41,151252,Software Developers,2740.0,4.439,54.74,113860.0
Hawaii,HI,0.48,152031,Operations Research Analysts,230.0,0.373,48.81,101520.0
Hawaii,HI,0.19,152051,Data Scientists,150.0,0.239,60.61,126080.0
Hawaii,HI,0.11,172011,Aerospace Engineers,30.0,0.05,62.54,130090.0
Hawaii,HI,0.17,172061,Computer Hardware Engineers,60.0,0.091,55.1,114610.0
Hawaii,HI,1.14,172071,Electrical Engineers,860.0,1.391,52.24,108660.0
Hawaii,HI,0.86,172072,"Electronics Engineers, Except Computer",340.0,0.546,55.84,116150.0
Hawaii,HI,1.4,172081,Environmental Engineers,230.0,0.369,56.76,118060.0
Hawaii,HI,0.47,172111,"Health And Safety Engineers, Except Mining Safety Engineers And Inspectors",40.0,0.07,49.01,101930.0
Hawaii,HI,0.03,172112,Industrial Engineers,40.0,0.062,57.77,120150.0
Hawaii,HI,0.47,172141,Mechanical Engineers,530.0,0.866,48.19,100240.0
Hawaii,HI,1.17,172199,"Engineers, All Other",720.0,1.168,59.45,123660.0
Hawaii,HI,13.02,192011,Astronomers,110.0,0.178,49.98,103970.0
Hawaii,HI,1.75,192021,Atmospheric And Space Scientists,70.0,0.107,54.01,112340.0
Hawaii,HI,0.66,192042,"Geoscientists, Except Hydrologists And Geographers",70.0,0.107,50.01,104030.0
Hawaii,HI,1.72,192099,"Physical Scientists, All Other",150.0,0.235,52.89,110020.0
Hawaii,HI,0.9,193011,Economists,60.0,0.097,48.49,100850.0
Hawaii,HI,1.58,193039,"Psychologists, All Other",90.0,0.151,60.48,125790.0
Hawaii,HI,0.77,231011,Lawyers,2300.0,3.728,56.55,117620.0
Hawaii,HI,1.22,231023,"Judges, Magistrate Judges, And Magistrates",120.0,0.196,97.66,203130.0
Hawaii,HI,0.91,290000,Healthcare Practitioners And Technical Occupations,34370.0,55.711,60.49,125820.0
Hawaii,HI,1.5,291021,"Dentists, General",740.0,1.2,74.45,154860.0
Hawaii,HI,1.45,291041,Optometrists,240.0,0.395,69.22,143970.0
Hawaii,HI,0.9,291051,Pharmacists,1220.0,1.976,66.53,138390.0
Hawaii,HI,0.58,291071,Physician Assistants,340.0,0.556,62.65,130300.0
Hawaii,HI,0.8,291081,Podiatrists,30.0,0.05,106.11,220700.0
Hawaii,HI,0.89,291123,Physical Therapists,870.0,1.41,49.52,103010.0
Hawaii,HI,0.19,291127,Speech-Language Pathologists,130.0,0.214,51.34,106790.0
Hawaii,HI,0.86,291131,Veterinarians,270.0,0.443,75.85,157770.0
Hawaii,HI,0.92,291141,Registered Nurses,11920.0,19.313,57.55,119710.0
Hawaii,HI,1.58,291161,Nurse Midwives,40.0,0.072,77.8,161820.0
Hawaii,HI,0.45,291171,Nurse Practitioners,510.0,0.825,63.76,132610.0
Hawaii,HI,0.52,291215,Family Medicine Physicians,240.0,0.387,110.13,229060.0
Hawaii,HI,2.79,291218,Obstetricians And Gynecologists,220.0,0.364,155.5,323430.0
Hawaii,HI,3.37,291221,"Pediatricians, General",480.0,0.774,82.34,171260.0
Hawaii,HI,1.34,291223,Psychiatrists,140.0,0.22,73.86,153630.0
Hawaii,HI,1.76,291229,"Physicians, All Other",2210.0,3.587,146.22,304140.0
Hawaii,HI,1.87,291241,"Ophthalmologists, Except Pediatric",90.0,0.142,165.06,343320.0
Hawaii,HI,0.59,291299,"Healthcare Diagnosing Or Treating Practitioners, All Other",70.0,0.121,53.78,111860.0
Hawaii,HI,0.82,292032,Diagnostic Medical Sonographers,280.0,0.446,53.7,111690.0
Hawaii,HI,0.54,292033,Nuclear Medicine Technologists,40.0,0.059,54.77,113920.0
Hawaii,HI,0.85,292035,Magnetic Resonance Imaging Technologists,140.0,0.231,51.25,106610.0
Hawaii,HI,1.18,331012,First-Line Supervisors Of Police And Detectives,660.0,1.074,62.22,129430.0
Hawaii,HI,0.99,333021,Detectives And Criminal Investigators,430.0,0.698,58.17,121000.0
Hawaii,HI,0.42,414011,"Sales Representatives, Wholesale And Manufacturing, Technical And Scientific Products",530.0,0.861,59.61,123980.0
Hawaii,HI,2.13,474021,Elevator And Escalator Installers And Repairers,210.0,0.336,63.54,132150.0
Hawaii,HI,1.19,492095,"Electrical And Electronics Repairers, Powerhouse, Substation, And Relay",120.0,0.194,52.84,109900.0
Hawaii,HI,0.6,499051,Electrical Power-Line Installers And Repairers,290.0,0.477,53.2,110660.0
Hawaii,HI,1.0,499052,Telecommunications Line Installers And Repairers,400.0,0.649,49.92,103840.0
Hawaii,HI,4.09,518013,Power Plant Operators,520.0,0.848,50.62,105280.0
Hawaii,HI,0.2,519023,"Mixing And Blending Machine Setters, Operators, And Tenders",90.0,0.139,62.68,130370.0
Hawaii,HI,2.28,532021,Air Traffic Controllers,210.0,0.335,64.87,134930.0
Hawaii,HI,2.02,535031,Ship Engineers,70.0,0.118,53.81,111930.0
Hawaii,HI,1.54,537021,Crane And Tower Operators,260.0,0.428,53.34,110940.0
Idaho,ID,1.11,110000,Management Occupations,62970.0,76.538,49.0,101920.0
Idaho,ID,0.63,112021,Marketing Managers,1260.0,1.531,57.17,118910.0
Idaho,ID,0.74,112022,Sales Managers,2310.0,2.809,61.22,127340.0
Idaho,ID,0.42,112032,Public Relations Managers,160.0,0.2,49.48,102920.0
Idaho,ID,0.44,113021,Computer And Information Systems Managers,1420.0,1.729,64.26,133660.0
Idaho,ID,0.62,113031,Financial Managers,2660.0,3.234,60.72,126290.0
Idaho,ID,0.83,113051,Industrial Production Managers,1000.0,1.218,51.0,106080.0
Idaho,ID,0.81,113061,Purchasing Managers,340.0,0.412,51.41,106930.0
Idaho,ID,0.67,113121,Human Resources Managers,720.0,0.878,58.63,121950.0
Idaho,ID,0.92,119033,"Education Administrators, Postsecondary",830.0,1.012,50.53,105110.0
Idaho,ID,0.65,119041,Architectural And Engineering Managers,730.0,0.884,75.75,157550.0
Idaho,ID,0.94,119121,Natural Sciences Managers,490.0,0.597,54.6,113560.0
Idaho,ID,1.66,119161,Emergency Management Directors,110.0,0.13,51.53,107190.0
Idaho,ID,0.46,131011,"Agents And Business Managers Of Artists, Performers, And Athletes",30.0,0.039,55.65,115740.0
Idaho,ID,0.52,132052,Personal Financial Advisors,770.0,0.932,51.94,108040.0
Idaho,ID,0.67,150000,Computer And Mathematical Occupations,18880.0,22.948,50.75,105560.0
Idaho,ID,0.7,151212,Information Security Analysts,670.0,0.811,53.34,110950.0
Idaho,ID,0.96,151241,Computer Network Architects,900.0,1.095,68.56,142600.0
Idaho,ID,0.88,151243,Database Architects,290.0,0.347,64.0,133130.0
Idaho,ID,0.39,151251,Computer Programmers,250.0,0.31,48.34,100540.0
Idaho,ID,0.66,151252,Software Developers,5910.0,7.188,64.91,135000.0
Idaho,ID,0.65,151253,Software Quality Assurance Analysts And Testers,720.0,0.872,57.48,119560.0
Idaho,ID,0.51,151299,"Computer Occupations, All Other",1210.0,1.471,55.37,115160.0
Idaho,ID,0.68,152051,Data Scientists,710.0,0.867,60.67,126190.0
Idaho,ID,0.84,172071,Electrical Engineers,840.0,1.025,57.28,119140.0
Idaho,ID,0.73,172111,"Health And Safety Engineers, Except Mining Safety Engineers And Inspectors",90.0,0.108,49.81,103590.0
Idaho,ID,0.98,172112,Industrial Engineers,1770.0,2.156,54.37,113080.0
Idaho,ID,0.36,191021,Biochemists And Biophysicists,70.0,0.08,48.29,100450.0
Idaho,ID,2.25,192012,Physicists,220.0,0.272,69.72,145010.0
Idaho,ID,1.05,192021,Atmospheric And Space Scientists,50.0,0.065,49.89,103770.0
Idaho,ID,0.62,231011,Lawyers,2470.0,3.006,56.97,118500.0
Idaho,ID,0.8,291021,"Dentists, General",530.0,0.644,82.64,171880.0
Idaho,ID,1.25,291041,Optometrists,280.0,0.34,50.01,104020.0
Idaho,ID,0.88,291051,Pharmacists,1580.0,1.925,62.09,129140.0
Idaho,ID,1.48,291071,Physician Assistants,1170.0,1.421,54.75,113870.0
Idaho,ID,0.76,291081,Podiatrists,40.0,0.047,55.32,115070.0
Idaho,ID,0.8,291124,Radiation Therapists,70.0,0.087,49.61,103190.0
Idaho,ID,1.17,291131,Veterinarians,500.0,0.602,58.94,122590.0
Idaho,ID,0.79,291151,Nurse Anesthetists,210.0,0.25,85.86,178600.0
Idaho,ID,0.74,291171,Nurse Practitioners,1130.0,1.373,59.88,124550.0
Idaho,ID,0.76,291213,Dermatologists,50.0,0.06,252.42,525040.0
Idaho,ID,0.36,291214,Emergency Medicine Physicians,70.0,0.083,140.26,291740.0
Idaho,ID,1.21,291215,Family Medicine Physicians,730.0,0.89,115.46,240150.0
Idaho,ID,0.95,291216,General Internal Medicine Physicians,350.0,0.42,128.82,267940.0
Idaho,ID,0.75,291229,"Physicians, All Other",1270.0,1.538,140.74,292750.0
Idaho,ID,0.49,291241,"Ophthalmologists, Except Pediatric",30.0,0.037,94.36,196280.0
Idaho,ID,0.52,291249,"Surgeons, All Other",70.0,0.09,186.21,387320.0
Idaho,ID,0.86,414011,"Sales Representatives, Wholesale And Manufacturing, Technical And Scientific Products",1450.0,1.757,51.56,107240.0
Idaho,ID,0.49,419031,Sales Engineers,160.0,0.191,55.08,114570.0
Idaho,ID,1.34,518012,Power Distributors And Dispatchers,70.0,0.079,62.33,129640.0
Idaho,ID,2.58,518013,Power Plant Operators,440.0,0.534,48.49,100860.0
Idaho,ID,0.52,532021,Air Traffic Controllers,60.0,0.077,52.19,108560.0
Illinois,IL,1.29,110000,Management Occupations,535650.0,89.101,65.06,135320.0
Illinois,IL,0.75,111011,Chief Executives,6240.0,1.038,135.32,281460.0
Illinois,IL,1.32,111021,General And Operations Managers,182840.0,30.415,62.31,129590.0
Illinois,IL,0.75,112011,Advertising And Promotions Managers,610.0,0.102,56.52,117550.0
Illinois,IL,1.71,112021,Marketing Managers,24910.0,4.143,75.35,156730.0
Illinois,IL,1.43,112022,Sales Managers,32710.0,5.441,75.42,156870.0
Illinois,IL,1.19,112032,Public Relations Managers,3440.0,0.572,64.83,134850.0
Illinois,IL,1.73,112033,Fundraising Managers,2180.0,0.363,52.8,109830.0
Illinois,IL,1.35,113012,Administrative Services Managers,12920.0,2.149,57.49,119580.0
Illinois,IL,1.4,113013,Facilities Managers,7310.0,1.215,51.47,107070.0
Illinois,IL,1.15,113021,Computer And Information Systems Managers,26940.0,4.481,78.81,163930.0
Illinois,IL,1.57,113031,Financial Managers,48810.0,8.119,83.28,173210.0
Illinois,IL,1.26,113051,Industrial Production Managers,11160.0,1.857,60.28,125390.0
Illinois,IL,1.19,113061,Purchasing Managers,3650.0,0.606,71.84,149430.0
Illinois,IL,1.61,113071,"Transportation, Storage, And Distribution Managers",12640.0,2.103,54.08,112480.0
Illinois,IL,0.71,113111,Compensation And Benefits Managers,530.0,0.088,64.86,134900.0
Illinois,IL,1.72,113121,Human Resources Managers,13680.0,2.275,71.47,148660.0
Illinois,IL,0.95,113131,Training And Development Managers,1560.0,0.26,68.9,143310.0
Illinois,IL,1.22,119021,Construction Managers,15930.0,2.649,55.83,116120.0
Illinois,IL,1.6,119033,"Education Administrators, Postsecondary",10590.0,1.761,49.47,102900.0
Illinois,IL,1.01,119041,Architectural And Engineering Managers,8310.0,1.382,77.62,161450.0
Illinois,IL,0.93,119111,Medical And Health Services Managers,18970.0,3.155,63.45,131980.0
Illinois,IL,0.76,119121,Natural Sciences Managers,2910.0,0.485,74.11,154140.0
Illinois,IL,0.54,131011,"Agents And Business Managers Of Artists, Performers, And Athletes",280.0,0.046,48.94,101780.0
Illinois,IL,0.67,131082,Project Management Specialists,25300.0,4.208,48.38,100630.0
Illinois,IL,1.33,131111,Management Analysts,44210.0,7.354,58.32,121310.0
Illinois,IL,1.32,132051,Financial And Investment Analysts,17060.0,2.837,57.88,120390.0
Illinois,IL,0.87,132052,Personal Financial Advisors,9360.0,1.557,74.19,154320.0
Illinois,IL,0.99,132054,Financial Risk Specialists,2170.0,0.361,53.45,111170.0
Illinois,IL,1.36,132099,"Financial Specialists, All Other",6610.0,1.099,50.22,104460.0
Illinois,IL,0.88,150000,Computer And Mathematical Occupations,179980.0,29.938,50.18,104380.0
Illinois,IL,1.04,151211,Computer Systems Analysts,20570.0,3.422,49.02,101970.0
Illinois,IL,0.64,151212,Information Security Analysts,4450.0,0.74,58.23,121110.0
Illinois,IL,0.14,151221,Computer And Information Research Scientists,190.0,0.032,55.49,115410.0
Illinois,IL,0.98,151241,Computer Network Architects,6770.0,1.126,65.23,135690.0
Illinois,IL,1.12,151242,Database Administrators,3370.0,0.561,52.24,108650.0
Illinois,IL,0.63,151243,Database Architects,1500.0,0.249,59.73,124240.0
Illinois,IL,0.86,151252,Software Developers,56290.0,9.363,59.47,123700.0
Illinois,IL,0.59,151299,"Computer Occupations, All Other",10140.0,1.686,53.04,110330.0
Illinois,IL,1.85,152011,Actuaries,1860.0,0.31,65.79,136850.0
Illinois,IL,1.14,152031,Operations Research Analysts,5320.0,0.886,51.11,106300.0
Illinois,IL,0.38,152041,Statisticians,460.0,0.076,56.33,117170.0
Illinois,IL,0.83,152051,Data Scientists,6320.0,1.052,55.69,115840.0
Illinois,IL,0.25,172011,Aerospace Engineers,670.0,0.111,60.31,125450.0
Illinois,IL,0.26,172041,Chemical Engineers,220.0,0.036,53.17,110590.0
Illinois,IL,1.04,172051,Civil Engineers,13530.0,2.25,48.83,101560.0
Illinois,IL,0.4,172061,Computer Hardware Engineers,1310.0,0.218,61.27,127440.0
Illinois,IL,0.63,172071,Electrical Engineers,4640.0,0.772,52.92,110070.0
Illinois,IL,0.44,172072,"Electronics Engineers, Except Computer",1690.0,0.281,54.96,114310.0
Illinois,IL,1.02,172081,Environmental Engineers,1610.0,0.268,49.95,103890.0
Illinois,IL,0.24,172111,"Health And Safety Engineers, Except Mining Safety Engineers And Inspectors",220.0,0.036,48.22,100300.0
Illinois,IL,1.35,172112,Industrial Engineers,17760.0,2.955,49.38,102710.0
Illinois,IL,0.16,172131,Materials Engineers,160.0,0.026,48.14,100140.0
Illinois,IL,0.92,172141,Mechanical Engineers,10260.0,1.707,49.75,103480.0
Illinois,IL,0.87,172161,Nuclear Engineers,440.0,0.073,58.43,121540.0
Illinois,IL,0.08,172171,Petroleum Engineers,60.0,0.01,67.59,140580.0
Illinois,IL,0.46,172199,"Engineers, All Other",2740.0,0.456,52.73,109670.0
Illinois,IL,0.46,191042,"Medical Scientists, Except Epidemiologists",2480.0,0.413,50.01,104010.0
Illinois,IL,1.25,192012,Physicists,900.0,0.15,71.05,147790.0
Illinois,IL,1.66,192032,Materials Scientists,580.0,0.096,55.35,115130.0
Illinois,IL,0.75,192099,"Physical Scientists, All Other",620.0,0.103,53.31,110890.0
Illinois,IL,1.03,193011,Economists,670.0,0.112,57.63,119870.0
Illinois,IL,0.77,193022,Survey Researchers,250.0,0.042,49.17,102280.0
Illinois,IL,1.74,193033,Clinical And Counseling Psychologists,4930.0,0.82,53.51,111300.0
Illinois,IL,1.05,230000,Legal Occupations,51520.0,8.571,64.3,133740.0
Illinois,IL,1.08,231011,Lawyers,31280.0,5.202,85.76,178380.0
Illinois,IL,0.95,231021,"Administrative Law Judges, Adjudicators, And Hearing Officers",550.0,0.092,54.77,113920.0
Illinois,IL,1.74,271011,Art Directors,3520.0,0.586,54.58,113520.0
Illinois,IL,1.21,291021,"Dentists, General",5840.0,0.971,79.69,165760.0
Illinois,IL,0.45,291029,"Dentists, All Other Specialists",110.0,0.017,115.16,239540.0
Illinois,IL,1.01,291041,Optometrists,1650.0,0.275,62.23,129440.0
Illinois,IL,0.92,291051,Pharmacists,12090.0,2.011,63.97,133050.0
Illinois,IL,0.67,291071,Physician Assistants,3890.0,0.647,59.0,122720.0
Illinois,IL,1.11,291123,Physical Therapists,10610.0,1.764,50.31,104640.0
Illinois,IL,0.82,291131,Veterinarians,2540.0,0.423,56.75,118040.0
Illinois,IL,0.7,291151,Nurse Anesthetists,1330.0,0.222,135.21,281240.0
Illinois,IL,0.73,291161,Nurse Midwives,200.0,0.033,59.53,123820.0
Illinois,IL,0.83,291171,Nurse Practitioners,9220.0,1.534,61.01,126900.0
Illinois,IL,0.79,291211,Anesthesiologists,1050.0,0.175,147.34,306460.0
Illinois,IL,0.77,291213,Dermatologists,370.0,0.061,160.17,333160.0
Illinois,IL,1.06,291214,Emergency Medicine Physicians,1480.0,0.246,174.53,363010.0
Illinois,IL,0.55,291215,Family Medicine Physicians,2440.0,0.406,80.52,167480.0
Illinois,IL,0.82,291216,General Internal Medicine Physicians,2180.0,0.362,109.01,226750.0
Illinois,IL,0.9,291217,Neurologists,330.0,0.056,128.65,267590.0
Illinois,IL,0.88,291218,Obstetricians And Gynecologists,690.0,0.115,137.6,286200.0
Illinois,IL,1.3,291221,"Pediatricians, General",1790.0,0.298,94.7,196980.0
Illinois,IL,0.75,291222,"Physicians, Pathologists",330.0,0.054,118.97,247460.0
Illinois,IL,0.7,291223,Psychiatrists,690.0,0.114,108.29,225240.0
Illinois,IL,0.83,291224,Radiologists,1050.0,0.174,134.04,278810.0
Illinois,IL,1.44,291229,"Physicians, All Other",17660.0,2.938,102.04,212250.0
Illinois,IL,0.96,291241,"Ophthalmologists, Except Pediatric",440.0,0.073,180.47,375370.0
Illinois,IL,0.34,291242,"Orthopedic Surgeons, Except Pediatric",200.0,0.033,137.12,285210.0
Illinois,IL,0.8,291243,Pediatric Surgeons,40.0,0.006,123.35,256570.0
Illinois,IL,0.83,291249,"Surgeons, All Other",870.0,0.144,167.33,348040.0
Illinois,IL,0.5,291299,"Healthcare Diagnosing Or Treating Practitioners, All Other",620.0,0.102,49.37,102690.0
Illinois,IL,0.53,292036,Medical Dosimetrists,80.0,0.014,65.65,136540.0
Illinois,IL,1.38,331011,First-Line Supervisors Of Correctional Officers,2860.0,0.477,51.89,107940.0
Illinois,IL,1.1,331012,First-Line Supervisors Of Police And Detectives,6030.0,1.003,57.6,119800.0
Illinois,IL,0.72,331021,First-Line Supervisors Of Firefighting And Prevention Workers,2390.0,0.398,50.68,105400.0
Illinois,IL,0.87,413021,Insurance Sales Agents,15690.0,2.61,50.55,105150.0
Illinois,IL,1.34,413031,"Securities, Commodities, And Financial Services Sales Agents",25390.0,4.224,53.25,110750.0
Illinois,IL,0.62,414011,"Sales Representatives, Wholesale And Manufacturing, Technical And Scientific Products",7620.0,1.267,57.92,120470.0
Illinois,IL,0.59,419031,Sales Engineers,1390.0,0.231,53.98,112290.0
Illinois,IL,1.19,474021,Elevator And Escalator Installers And Repairers,1130.0,0.187,51.27,106650.0
Illinois,IL,0.26,492095,"Electrical And Electronics Repairers, Powerhouse, Substation, And Relay",260.0,0.043,49.99,103990.0
Illinois,IL,1.11,518021,Stationary Engineers And Boiler Operators,1490.0,0.247,48.37,100610.0
Illinois,IL,0.34,518093,"Petroleum Pump System Operators, Refinery Operators, And Gaugers",450.0,0.075,54.87,114130.0
Illinois,IL,1.07,532021,Air Traffic Controllers,950.0,0.158,74.44,154830.0
Illinois,IL,3.19,537041,Hoist And Winch Operators,280.0,0.047,51.99,108130.0
Indiana,IN,0.74,110000,Management Occupations,161640.0,51.205,56.74,118010.0
Indiana,IN,0.29,111011,Chief Executives,1270.0,0.402,135.45,281730.0
Indiana,IN,0.68,111021,General And Operations Managers,49470.0,15.672,62.28,129530.0
Indiana,IN,0.44,112011,Advertising And Promotions Managers,190.0,0.06,55.55,115540.0
Indiana,IN,0.44,112021,Marketing Managers,3380.0,1.072,63.28,131620.0
Indiana,IN,0.79,112022,Sales Managers,9400.0,2.977,64.82,134820.0
Indiana,IN,0.34,112032,Public Relations Managers,510.0,0.161,55.59,115620.0
Indiana,IN,0.74,112033,Fundraising Managers,490.0,0.156,59.53,123820.0
Indiana,IN,1.06,113012,Administrative Services Managers,5340.0,1.693,51.02,106110.0
Indiana,IN,0.58,113021,Computer And Information Systems Managers,7200.0,2.279,67.1,139580.0
Indiana,IN,0.67,113031,Financial Managers,11030.0,3.495,65.31,135840.0
Indiana,IN,1.91,113051,Industrial Production Managers,8850.0,2.802,52.98,110200.0
Indiana,IN,0.78,113061,Purchasing Managers,1260.0,0.4,57.88,120390.0
Indiana,IN,0.78,113071,"Transportation, Storage, And Distribution Managers",3220.0,1.02,50.93,105930.0
Indiana,IN,0.36,113111,Compensation And Benefits Managers,140.0,0.044,59.24,123230.0
Indiana,IN,0.63,113121,Human Resources Managers,2610.0,0.828,62.76,130540.0
Indiana,IN,0.56,113131,Training And Development Managers,480.0,0.154,58.04,120730.0
Indiana,IN,0.8,119021,Construction Managers,5450.0,1.726,51.33,106770.0
Indiana,IN,0.84,119033,"Education Administrators, Postsecondary",2920.0,0.926,53.42,111110.0
Indiana,IN,1.01,119041,Architectural And Engineering Managers,4360.0,1.381,71.05,147790.0
Indiana,IN,1.09,119111,Medical And Health Services Managers,11620.0,3.681,54.18,112690.0
Indiana,IN,0.95,132052,Personal Financial Advisors,5380.0,1.704,74.75,155480.0
Indiana,IN,0.41,151212,Information Security Analysts,1490.0,0.471,49.37,102690.0
Indiana,IN,0.73,151241,Computer Network Architects,2640.0,0.836,54.11,112560.0
Indiana,IN,0.39,151252,Software Developers,13440.0,4.259,53.16,110580.0
Indiana,IN,0.65,152011,Actuaries,350.0,0.109,53.47,111210.0
Indiana,IN,0.37,152041,Statisticians,230.0,0.073,50.69,105440.0
Indiana,IN,0.3,172011,Aerospace Engineers,420.0,0.132,55.78,116020.0
Indiana,IN,0.8,172041,Chemical Engineers,350.0,0.112,51.17,106440.0
Indiana,IN,0.87,172071,Electrical Engineers,3370.0,1.067,48.57,101030.0
