State Abbreviation,State,Gender,Age,Education Code,Education Level,Degree Field,Occupation Code,Occupation,Annual Income,Employment,Location Quotient,Jobs per 1000,Hourly Mean,Annual Mean Wage
CO,Colorado,Male,33,114,Master's degree,2414,151252,Software Developers,101606,45270.0,1.47,15.985,69.92,145420.0
CO,Colorado,Male,35,101,Bachelor's degree,2409,172011,Aerospace Engineers,150679,3760.0,3.02,1.326,69.05,143630.0
CO,Colorado,Male,35,114,Master's degree,2405,111021,General And Operations Managers,195213,44710.0,0.68,15.788,75.1,156210.0
CO,Colorado,Male,42,101,Bachelor's degree,2102,132052,Personal Financial Advisors,1081993,5460.0,1.08,1.927,58.9,122520.0
CO,Colorado,Male,33,114,Master's degree,6201,131111,Management Analysts,172946,13130.0,0.84,4.638,50.8,105670.0
CO,Colorado,Male,46,101,Bachelor's degree,2100,119041,Architectural And Engineering Managers,140519,4090.0,1.06,1.445,90.2,187620.0
CO,Colorado,Male,39,101,Bachelor's degree,2406,172051,Civil Engineers,140519,12100.0,1.98,4.272,49.72,103420.0
CO,Colorado,Male,44,101,Bachelor's degree,6299,151211,Computer Systems Analysts,132217,9290.0,1.0,3.28,56.89,118340.0
CO,Colorado,Male,31,101,Bachelor's degree,2405,151252,Software Developers,115658,45270.0,1.47,15.985,69.92,145420.0
CO,Colorado,Male,31,116,Doctoral degree,5007,119111,Medical And Health Services Managers,118900,8180.0,0.85,2.888,68.81,143120.0
CO,Colorado,Female,25,101,Bachelor's degree,5506,131111,Management Analysts,100525,13130.0,0.84,4.638,50.8,105670.0
CO,Colorado,Male,26,114,Master's degree,2100,113031,Financial Managers,162137,10700.0,0.73,3.779,91.48,190270.0
CO,Colorado,Female,30,115,Professional degree,5505,291071,Physician Assistants,124305,2990.0,1.1,1.056,62.51,130020.0
CO,Colorado,Male,53,101,Bachelor's degree,6002,151252,Software Developers,182674,45270.0,1.47,15.985,69.92,145420.0
CO,Colorado,Male,35,114,Master's degree,5502,113031,Financial Managers,135114,10700.0,0.73,3.779,91.48,190270.0
CO,Colorado,Female,36,101,Bachelor's degree,6203,131111,Management Analysts,188576,13130.0,0.84,4.638,50.8,105670.0
CO,Colorado,Female,52,114,Master's degree,2401,172041,Chemical Engineers,270228,690.0,1.75,0.243,54.73,113830.0
CO,Colorado,Female,54,116,Doctoral degree,2412,151252,Software Developers,229369,45270.0,1.47,15.985,69.92,145420.0
CO,Colorado,Male,30,101,Bachelor's degree,6203,131082,Project Management Specialists,113496,30400.0,1.72,10.735,51.76,107660.0
CO,Colorado,Male,45,114,Master's degree,6105,291124,Radiation Therapists,118900,340.0,1.09,0.119,52.63,109470.0
CO,Colorado,Male,58,101,Bachelor's degree,6201,113031,Financial Managers,115658,10700.0,0.73,3.779,91.48,190270.0
CO,Colorado,Female,28,116,Doctoral degree,6108,291051,Pharmacists,108091,5100.0,0.82,1.801,68.11,141670.0
CO,Colorado,Male,28,114,Master's degree,2106,151252,Software Developers,102697,45270.0,1.47,15.985,69.92,145420.0
CO,Colorado,Male,26,101,Bachelor's degree,2414,172011,Aerospace Engineers,105929,3760.0,3.02,1.326,69.05,143630.0
CO,Colorado,Male,28,101,Bachelor's degree,2400,172011,Aerospace Engineers,105929,3760.0,3.02,1.326,69.05,143630.0
CO,Colorado,Female,50,114,Master's degree,5200,192099,"Physical Scientists, All Other",140519,860.0,2.22,0.305,60.08,124960.0
CO,Colorado,Male,33,101,Bachelor's degree,1902,113121,Human Resources Managers,108091,3170.0,0.85,1.119,78.19,162630.0
CO,Colorado,Male,35,114,Master's degree,4101,151212,Information Security Analysts,114036,5480.0,1.68,1.935,61.7,128340.0
CO,Colorado,Male,41,114,Master's degree,2309,413031,"Securities, Commodities, And Financial Services Sales Agents",145923,10450.0,1.17,3.691,51.28,106660.0
CO,Colorado,Female,46,114,Master's degree,3301,119111,Medical And Health Services Managers,128629,8180.0,0.85,2.888,68.81,143120.0
CO,Colorado,Male,30,116,Doctoral degree,6102,193011,Economists,189160,200.0,0.66,0.071,50.98,106040.0
CO,Colorado,Female,24,101,Bachelor's degree,6107,132041,Credit Analysts,114793,1200.0,0.88,0.423,48.6,101090.0
CO,Colorado,Male,30,101,Bachelor's degree,5507,411012,First-Line Supervisors Of Non-Retail Sales Workers,159975,7630.0,1.8,2.694,53.41,111090.0
CO,Colorado,Female,58,114,Master's degree,6107,119111,Medical And Health Services Managers,112415,8180.0,0.85,2.888,68.81,143120.0
CO,Colorado,Female,25,101,Bachelor's degree,2414,172141,Mechanical Engineers,102687,7100.0,1.35,2.507,54.25,112840.0
CO,Colorado,Female,57,114,Master's degree,2100,151252,Software Developers,136411,45270.0,1.47,15.985,69.92,145420.0
CO,Colorado,Male,34,115,Professional degree,6109,291071,Physician Assistants,138357,2990.0,1.1,1.056,62.51,130020.0
CO,Colorado,Male,32,101,Bachelor's degree,6201,111021,General And Operations Managers,118900,44710.0,0.68,15.788,75.1,156210.0
CO,Colorado,Female,50,101,Bachelor's degree,5200,113031,Financial Managers,145923,10700.0,0.73,3.779,91.48,190270.0
CO,Colorado,Male,42,101,Bachelor's degree,2400,111021,General And Operations Managers,129709,44710.0,0.68,15.788,75.1,156210.0
CO,Colorado,Female,49,115,Professional degree,6200,113031,Financial Managers,592340,10700.0,0.73,3.779,91.48,190270.0
CO,Colorado,Male,44,114,Master's degree,2401,131111,Management Analysts,592340,13130.0,0.84,4.638,50.8,105670.0
CO,Colorado,Male,37,114,Master's degree,2408,419031,Sales Engineers,216182,1950.0,1.76,0.688,73.41,152680.0
CO,Colorado,Female,33,114,Master's degree,2408,413031,"Securities, Commodities, And Financial Services Sales Agents",216182,10450.0,1.17,3.691,51.28,106660.0
CO,Colorado,Female,48,101,Bachelor's degree,2901,112022,Sales Managers,172946,9950.0,0.93,3.513,93.64,194770.0
CO,Colorado,Female,62,101,Bachelor's degree,6203,132051,Financial And Investment Analysts,105281,8460.0,1.4,2.989,54.56,113480.0
CO,Colorado,Female,24,114,Master's degree,3700,132041,Credit Analysts,114793,1200.0,0.88,0.423,48.6,101090.0
CO,Colorado,Male,43,101,Bachelor's degree,5301,331021,First-Line Supervisors Of Firefighting And Prevention Workers,135654,1660.0,1.06,0.588,49.29,102530.0
CO,Colorado,Male,46,114,Master's degree,5402,151212,Information Security Analysts,226991,5480.0,1.68,1.935,61.7,128340.0
CO,Colorado,Female,36,116,Doctoral degree,3401,291051,Pharmacists,156732,5100.0,0.82,1.801,68.11,141670.0
CO,Colorado,Male,33,101,Bachelor's degree,2401,151252,Software Developers,197807,45270.0,1.47,15.985,69.92,145420.0
CO,Colorado,Male,41,101,Bachelor's degree,2407,151252,Software Developers,200000,45270.0,1.47,15.985,69.92,145420.0
CO,Colorado,Female,39,101,Bachelor's degree,6212,172051,Civil Engineers,143000,12100.0,1.98,4.272,49.72,103420.0
CO,Colorado,Male,34,101,Bachelor's degree,2100,151252,Software Developers,149500,45270.0,1.47,15.985,69.92,145420.0
CO,Colorado,Male,37,114,Master's degree,2100,151211,Computer Systems Analysts,106000,9290.0,1.0,3.28,56.89,118340.0
CO,Colorado,Female,29,101,Bachelor's degree,6204,113061,Purchasing Managers,120000,1040.0,0.72,0.368,82.16,170900.0
CO,Colorado,Male,27,114,Master's degree,3702,192099,"Physical Scientists, All Other",195000,860.0,2.22,0.305,60.08,124960.0
CO,Colorado,Male,47,101,Bachelor's degree,6203,151212,Information Security Analysts,154000,5480.0,1.68,1.935,61.7,128340.0
CO,Colorado,Female,54,115,Professional degree,2304,291051,Pharmacists,645000,5100.0,0.82,1.801,68.11,141670.0
CO,Colorado,Female,43,101,Bachelor's degree,6209,113121,Human Resources Managers,114000,3170.0,0.85,1.119,78.19,162630.0
CO,Colorado,Male,33,114,Master's degree,2400,172051,Civil Engineers,115000,12100.0,1.98,4.272,49.72,103420.0
CO,Colorado,Female,27,101,Bachelor's degree,5501,113061,Purchasing Managers,145000,1040.0,0.72,0.368,82.16,170900.0
CO,Colorado,Male,43,114,Master's degree,2102,151212,Information Security Analysts,170000,5480.0,1.68,1.935,61.7,128340.0
CO,Colorado,Female,37,101,Bachelor's degree,6109,119111,Medical And Health Services Managers,115000,8180.0,0.85,2.888,68.81,143120.0
CO,Colorado,Male,36,101,Bachelor's degree,1901,112021,Marketing Managers,230000,5970.0,0.87,2.109,88.41,183890.0
CO,Colorado,Female,40,116,Doctoral degree,2304,151252,Software Developers,100000,45270.0,1.47,15.985,69.92,145420.0
CO,Colorado,Male,39,115,Professional degree,2408,151252,Software Developers,320000,45270.0,1.47,15.985,69.92,145420.0
CO,Colorado,Male,64,101,Bachelor's degree,2102,151299,"Computer Occupations, All Other",100000,7810.0,0.96,2.758,67.53,140460.0
CO,Colorado,Male,43,114,Master's degree,5506,111021,General And Operations Managers,301000,44710.0,0.68,15.788,75.1,156210.0
CO,Colorado,Male,35,114,Master's degree,2406,119041,Architectural And Engineering Managers,137000,4090.0,1.06,1.445,90.2,187620.0
CO,Colorado,Male,33,101,Bachelor's degree,2414,172141,Mechanical Engineers,110000,7100.0,1.35,2.507,54.25,112840.0
CO,Colorado,Male,27,101,Bachelor's degree,2901,113051,Industrial Production Managers,100000,1600.0,0.38,0.563,69.92,145440.0
CO,Colorado,Female,31,114,Master's degree,6200,113021,Computer And Information Systems Managers,100000,12080.0,1.09,4.267,88.71,184520.0
CO,Colorado,Male,36,101,Bachelor's degree,6402,131082,Project Management Specialists,615000,30400.0,1.72,10.735,51.76,107660.0
CO,Colorado,Female,39,101,Bachelor's degree,1901,151252,Software Developers,300000,45270.0,1.47,15.985,69.92,145420.0
CO,Colorado,Male,36,101,Bachelor's degree,3700,151251,Computer Programmers,174000,1420.0,0.63,0.5,55.56,115550.0
CO,Colorado,Male,46,101,Bachelor's degree,6200,151252,Software Developers,155000,45270.0,1.47,15.985,69.92,145420.0
CO,Colorado,Female,29,101,Bachelor's degree,6107,413091,"Sales Representatives Of Services, Except Advertising, Insurance, Financial Services, And Travel",615000,40700.0,1.91,14.371,53.19,110630.0
CO,Colorado,Female,42,101,Bachelor's degree,6206,112021,Marketing Managers,100000,5970.0,0.87,2.109,88.41,183890.0
CO,Colorado,Female,30,101,Bachelor's degree,5506,119111,Medical And Health Services Managers,262000,8180.0,0.85,2.888,68.81,143120.0
CO,Colorado,Male,38,114,Master's degree,5501,151251,Computer Programmers,174000,1420.0,0.63,0.5,55.56,115550.0
CO,Colorado,Male,31,101,Bachelor's degree,6103,119111,Medical And Health Services Managers,104000,8180.0,0.85,2.888,68.81,143120.0
CO,Colorado,Male,40,114,Master's degree,6203,119111,Medical And Health Services Managers,100000,8180.0,0.85,2.888,68.81,143120.0
CO,Colorado,Male,26,101,Bachelor's degree,1401,172011,Aerospace Engineers,100000,3760.0,3.02,1.326,69.05,143630.0
CO,Colorado,Male,31,101,Bachelor's degree,5501,132041,Credit Analysts,150000,1200.0,0.88,0.423,48.6,101090.0
CO,Colorado,Male,39,101,Bachelor's degree,1301,131082,Project Management Specialists,130900,30400.0,1.72,10.735,51.76,107660.0
CO,Colorado,Female,50,101,Bachelor's degree,5500,413031,"Securities, Commodities, And Financial Services Sales Agents",110000,10450.0,1.17,3.691,51.28,106660.0
CO,Colorado,Female,26,101,Bachelor's degree,2414,172051,Civil Engineers,122000,12100.0,1.98,4.272,49.72,103420.0
CO,Colorado,Male,35,101,Bachelor's degree,5301,151252,Software Developers,115000,45270.0,1.47,15.985,69.92,145420.0
CO,Colorado,Female,37,114,Master's degree,2403,151299,"Computer Occupations, All Other",123000,7810.0,0.96,2.758,67.53,140460.0
CO,Colorado,Male,30,101,Bachelor's degree,6207,113031,Financial Managers,130000,10700.0,0.73,3.779,91.48,190270.0
CO,Colorado,Male,47,116,Doctoral degree,6106,291131,Veterinarians,140000,2220.0,1.52,0.784,53.13,110510.0
CO,Colorado,Male,32,101,Bachelor's degree,5301,151241,Computer Network Architects,200000,11160.0,3.44,3.942,66.05,137390.0
CO,Colorado,Male,33,101,Bachelor's degree,2408,151252,Software Developers,170000,45270.0,1.47,15.985,69.92,145420.0
CO,Colorado,Female,48,101,Bachelor's degree,6201,113031,Financial Managers,117000,10700.0,0.73,3.779,91.48,190270.0
CO,Colorado,Male,38,101,Bachelor's degree,6200,151244,Network And Computer Systems Administrators,140000,10880.0,1.81,3.842,50.3,104620.0
CO,Colorado,Male,40,101,Bachelor's degree,6000,151255,Web And Digital Interface Designers,116000,2720.0,1.31,0.959,55.64,115720.0
CO,Colorado,Male,43,101,Bachelor's degree,1901,151253,Software Quality Assurance Analysts And Testers,138000,6430.0,1.7,2.269,54.91,114210.0
CO,Colorado,Female,37,101,Bachelor's degree,6203,413091,"Sales Representatives Of Services, Except Advertising, Insurance, Financial Services, And Travel",200000,40700.0,1.91,14.371,53.19,110630.0
CO,Colorado,Female,44,101,Bachelor's degree,6207,132052,Personal Financial Advisors,250000,5460.0,1.08,1.927,58.9,122520.0
CO,Colorado,Female,23,101,Bachelor's degree,4101,151252,Software Developers,100000,45270.0,1.47,15.985,69.92,145420.0
CO,Colorado,Male,36,116,Doctoral degree,5301,411012,First-Line Supervisors Of Non-Retail Sales Workers,135000,7630.0,1.8,2.694,53.41,111090.0
CO,Colorado,Male,49,101,Bachelor's degree,2102,151212,Information Security Analysts,138000,5480.0,1.68,1.935,61.7,128340.0
CO,Colorado,Male,24,101,Bachelor's degree,6207,151252,Software Developers,145000,45270.0,1.47,15.985,69.92,145420.0
CO,Colorado,Female,40,114,Master's degree,4901,113121,Human Resources Managers,111000,3170.0,0.85,1.119,78.19,162630.0
CO,Colorado,Male,26,101,Bachelor's degree,3700,119021,Construction Managers,100000,12830.0,2.09,4.529,55.82,116100.0
CO,Colorado,Female,26,101,Bachelor's degree,2310,119121,Natural Sciences Managers,130000,1390.0,0.77,0.492,75.08,156160.0
CO,Colorado,Female,65,116,Doctoral degree,6200,131082,Project Management Specialists,177000,30400.0,1.72,10.735,51.76,107660.0
CO,Colorado,Male,53,101,Bachelor's degree,2102,151299,"Computer Occupations, All Other",104000,7810.0,0.96,2.758,67.53,140460.0
CO,Colorado,Male,50,101,Bachelor's degree,5200,151244,Network And Computer Systems Administrators,113000,10880.0,1.81,3.842,50.3,104620.0
CO,Colorado,Male,29,101,Bachelor's degree,2414,119041,Architectural And Engineering Managers,141000,4090.0,1.06,1.445,90.2,187620.0
CO,Colorado,Male,36,114,Master's degree,3609,291299,"Healthcare Diagnosing Or Treating Practitioners, All Other",184000,730.0,1.27,0.259,48.3,100470.0
CO,Colorado,Female,38,114,Master's degree,2602,132052,Personal Financial Advisors,400000,5460.0,1.08,1.927,58.9,122520.0
CO,Colorado,Male,29,101,Bachelor's degree,4101,151252,Software Developers,105000,45270.0,1.47,15.985,69.92,145420.0
CO,Colorado,Male,37,101,Bachelor's degree,6200,111021,General And Operations Managers,115000,44710.0,0.68,15.788,75.1,156210.0
CO,Colorado,Female,62,114,Master's degree,5401,113121,Human Resources Managers,174000,3170.0,0.85,1.119,78.19,162630.0
CO,Colorado,Male,39,101,Bachelor's degree,2408,151252,Software Developers,185000,45270.0,1.47,15.985,69.92,145420.0
CO,Colorado,Female,36,101,Bachelor's degree,2407,151252,Software Developers,136000,45270.0,1.47,15.985,69.92,145420.0
CO,Colorado,Female,29,114,Master's degree,3301,113131,Training And Development Managers,220000,680.0,0.88,0.24,71.17,148030.0
CO,Colorado,Male,28,101,Bachelor's degree,2404,131111,Management Analysts,140000,13130.0,0.84,4.638,50.8,105670.0
CO,Colorado,Male,28,101,Bachelor's degree,6102,151252,Software Developers,110000,45270.0,1.47,15.985,69.92,145420.0
CO,Colorado,Male,25,101,Bachelor's degree,1901,411012,First-Line Supervisors Of Non-Retail Sales Workers,135000,7630.0,1.8,2.694,53.41,111090.0
CO,Colorado,Male,36,101,Bachelor's degree,2105,151211,Computer Systems Analysts,111000,9290.0,1.0,3.28,56.89,118340.0
CO,Colorado,Female,30,101,Bachelor's degree,6104,291292,Dental Hygienists,134000,4700.0,1.19,1.658,48.94,101790.0
CO,Colorado,Female,45,115,Professional degree,3301,119081,Lodging Managers,197000,1040.0,1.32,0.366,49.94,103880.0
CT,Connecticut,Female,58,101,Bachelor's degree,2300,291141,Registered Nurses,134559,36430.0,1.05,21.943,48.96,101840.0
CT,Connecticut,Male,50,116,Doctoral degree,2408,172011,Aerospace Engineers,175359,1250.0,1.72,0.755,54.4,113160.0
CT,Connecticut,Male,57,114,Master's degree,6212,113021,Computer And Information Systems Managers,286420,9950.0,1.54,5.992,78.58,163450.0
CT,Connecticut,Female,40,114,Master's degree,2304,111021,General And Operations Managers,116906,48760.0,1.27,29.369,74.94,155870.0
CT,Connecticut,Male,25,101,Bachelor's degree,2407,291051,Pharmacists,140287,3100.0,0.86,1.87,64.18,133490.0
CT,Connecticut,Female,31,101,Bachelor's degree,6201,132051,Financial And Investment Analysts,112230,5610.0,1.58,3.38,56.28,117060.0
CT,Connecticut,Male,45,115,Professional degree,6200,131082,Project Management Specialists,102877,9050.0,0.87,5.448,51.02,106120.0
CT,Connecticut,Male,31,101,Bachelor's degree,6203,113021,Computer And Information Systems Managers,159577,9950.0,1.54,5.992,78.58,163450.0
CT,Connecticut,Female,52,101,Bachelor's degree,5501,131111,Management Analysts,105215,9570.0,1.04,5.767,55.54,115530.0
CT,Connecticut,Female,35,114,Master's degree,3401,119111,Medical And Health Services Managers,116906,6970.0,1.24,4.2,71.33,148370.0
CT,Connecticut,Female,48,101,Bachelor's degree,2310,119111,Medical And Health Services Managers,122751,6970.0,1.24,4.2,71.33,148370.0
CT,Connecticut,Male,34,101,Bachelor's degree,6203,113012,Administrative Services Managers,204585,2500.0,0.94,1.503,62.53,130050.0
CT,Connecticut,Female,25,101,Bachelor's degree,6107,291141,Registered Nurses,119244,36430.0,1.05,21.943,48.96,101840.0
CT,Connecticut,Male,32,101,Bachelor's degree,5501,333021,Detectives And Criminal Investigators,128597,1010.0,0.86,0.607,48.33,100530.0
CT,Connecticut,Male,40,101,Bachelor's degree,6203,172141,Mechanical Engineers,134442,4360.0,1.42,2.627,50.71,105480.0
CT,Connecticut,Male,34,101,Bachelor's degree,5200,331012,First-Line Supervisors Of Police And Detectives,140287,2130.0,1.41,1.284,53.98,112270.0
CT,Connecticut,Male,36,114,Master's degree,6107,119111,Medical And Health Services Managers,163668,6970.0,1.24,4.2,71.33,148370.0
CT,Connecticut,Male,38,101,Bachelor's degree,2414,131082,Project Management Specialists,105215,9050.0,0.87,5.448,51.02,106120.0
